plot_id;species_ids
CBN-PdlC-C2-20200812;[1395807, 1392535]
CBN-PdlC-C3-20130807;[1395807, 1394911]
CBN-PdlC-C3-20130903;[1395807, 1392535, 1392561, 1392568, 1412857]
CBN-PdlC-C3-20140721;[1392535, 1394643, 1397535, 1394911, 1741808, 1392534]
CBN-PdlC-C3-20140811;[1395807]
CBN-PdlC-C3-20140901;[1359835, 1395807]
CBN-PdlC-C3-20150701;[1392535, 1737507, 1397535, 1391323, 1394911]
CBN-PdlC-C3-20150720;[1395807]
CBN-PdlC-C3-20150831;[1395807, 1361347, 1359835]
CBN-PdlC-C3-20160705;[1394911, 1392535, 1397535]
CBN-PdlC-C3-20160726;[1395807, 1361347, 1359835]
CBN-PdlC-C3-20170816;[1395807]
CBN-PdlC-C3-20170906;[1395807, 1361347, 1359835]
CBN-PdlC-C3-20180723;[1395807, 1394911, 1741808, 1392539, 1392535]
CBN-PdlC-C3-20180815;[1395807, 1388793]
CBN-PdlC-C3-20180905;[1395807, 1359835, 1396253, 1396317]
CBN-PdlC-C3-20190701;[1361703, 1393599, 1394597, 1394598, 1358203]
CBN-PdlC-C3-20190722;[1395807, 1393679, 1393660]
CBN-PdlC-C3-20190812;[1359835, 1395807]
CBN-PdlC-C3-20190909;[1395807, 1359835, 1392568, 1393679]
CBN-PdlC-C3-20200722;[1395807, 1393679]
CBN-PdlC-C3-20200812;[1395807]
CBN-PdlC-C4-20130807;[1395807]
CBN-PdlC-C4-20130903;[1395807, 1388793]
CBN-PdlC-C4-20140721;[1741808, 1392397, 1395097, 1737507, 1392539]
CBN-PdlC-C4-20140811;[1395807, 1392539]
CBN-PdlC-C4-20140901;[1359835, 1395807]
CBN-PdlC-C4-20150701;[1737507, 1388793, 1394910]
CBN-PdlC-C4-20150720;[1395807, 1392608]
CBN-PdlC-C4-20150831;[1395807, 1359835]
CBN-PdlC-C4-20160705;[1394911, 1392608, 1741808, 1737507]
CBN-PdlC-C4-20160726;[1359835, 1395807, 1397043]
CBN-PdlC-C4-20170816;[1395807]
CBN-PdlC-C4-20170906;[1395807, 1359835]
CBN-PdlC-C4-20180723;[1395807, 1392539]
CBN-PdlC-C4-20180815;[1395807, 1388793, 1396621]
CBN-PdlC-C4-20180905;[1395807, 1359835]
CBN-PdlC-C4-20190701;[1737507, 1388793, 1556096]
CBN-PdlC-C4-20190722;[1395807]
CBN-PdlC-C4-20190812;[1395807, 1359835]
CBN-PdlC-C4-20190909;[1395807, 1359835, 1392568]
CBN-PdlC-C4-20200722;[1395807]
CBN-PdlC-C4-20200812;[1395807]
CBN-PdlC-C5-20130807;[1395807]
CBN-PdlC-C5-20130903;[1395807, 1392568]
CBN-PdlC-C5-20140721;[1394911, 1395807, 1397500]
CBN-PdlC-C5-20140811;[1395807, 1397043]
CBN-PdlC-C5-20140901;[1359835, 1395807]
CBN-PdlC-C5-20150701;[1737507, 1394911, 1391323, 1397500, 1397535]
CBN-PdlC-C5-20150720;[1395807]
CBN-PdlC-C5-20150810;[1395807, 1392608, 1395870]
CBN-PdlC-C5-20150831;[1395807, 1392568, 1392608, 1359835]
CBN-PdlC-C5-20160705;[1394911]
CBN-PdlC-C5-20160726;[1395807, 1359835]
CBN-PdlC-C5-20170816;[1395807]
CBN-PdlC-C5-20170906;[1359835, 1395807, 1392608, 1392571, 1392568, 1395862]
CBN-PdlC-C5-20180723;[1395807, 1392539, 1392608]
CBN-PdlC-C5-20180815;[1395807, 1392568, 1388793, 1505431]
CBN-PdlC-C5-20180905;[1395807, 1359835, 1392568, 1392571]
CBN-PdlC-C5-20190701;[1737507, 1556096, 1391323, 1391477, 1392608]
CBN-PdlC-C5-20190722;[1395807, 1392608, 1392539]
CBN-PdlC-C5-20190812;[1395807, 1359835, 1392608]
CBN-PdlC-C5-20190909;[1395807, 1359835, 1392608]
CBN-PdlC-C5-20200722;[1395807, 1392608]
CBN-PdlC-C5-20200812;[1395807, 1392608, 1392568]
CBN-PdlC-C6-20130807;[1395807, 1394911]
CBN-PdlC-C6-20130903;[1395807, 1392568, 1392561]
CBN-PdlC-C6-20140721;[1394911, 1737507, 1392608, 1396253]
CBN-PdlC-C6-20140811;[1395807]
CBN-PdlC-C6-20140901;[1359835]
CBN-PdlC-C6-20150701;[1397500, 1394911, 1737507, 1397535, 1391323, 1395807]
CBN-PdlC-C6-20150720;[1395807]
CBN-PdlC-C6-20150810;[1395807, 1505431, 1359835]
CBN-PdlC-C6-20150831;[1395807, 1392568, 1359835]
CBN-PdlC-C6-20160705;[1394911, 1393200]
CBN-PdlC-C6-20160726;[1395807, 1359835, 1392608]
CBN-PdlC-C6-20170816;[1395807, 1359835, 1392568]
CBN-PdlC-C6-20170906;[1395807, 1359835, 1391797]
CBN-PdlC-C6-20180723;[1392539, 1395807, 1393200]
CBN-PdlC-C6-20180815;[1392568, 1388793, 1395807, 1393200, 1505431, 1392608]
CBN-PdlC-C6-20180905;[1395807, 1359835, 1393200, 1396253, 1391318, 1396317]
CBN-PdlC-C6-20190701;[1393200, 1392402, 1737507, 1357950, 1397500, 1391323]
CBN-PdlC-C6-20190722;[1395807, 1393200, 1392608, 1392539, 1395870]
CBN-PdlC-C6-20190812;[1359835, 1395807, 1392608]
CBN-PdlC-C6-20190909;[1395807, 1359835, 1392568]
CBN-PdlC-C6-20200722;[1395807, 1392608]
CBN-PdlC-C6-20200812;[1395807, 1392608, 1392568]
CBN-PdlC-D1-20130807;[1395807]
CBN-PdlC-D1-20130903;[1395807]
CBN-PdlC-D1-20140721;[1395807, 1392535, 1396253, 1394911]
CBN-PdlC-D1-20140811;[1395807]
CBN-PdlC-D1-20140901;[1395807, 1396253]
CBN-PdlC-D1-20150701;[1392535, 1737507, 1392534]
CBN-PdlC-D1-20150720;[1395807, 1396253]
CBN-PdlC-D1-20150810;[1395807]
CBN-PdlC-D1-20150831;[1395807]
CBN-PdlC-D1-20160705;[1394911, 1395807]
CBN-PdlC-D1-20160726;[1395807, 1396253]
CBN-PdlC-D1-20170816;[1395807]
CBN-PdlC-D1-20170906;[1395807]
CBN-PdlC-D1-20180723;[1395807]
CBN-PdlC-D1-20180815;[1395807]
CBN-PdlC-D1-20180905;[1395807, 1396253]
CBN-PdlC-D1-20190701;[1737507, 1396253]
CBN-PdlC-D1-20190722;[1395807]
CBN-PdlC-D1-20190812;[1395807, 1359835, 1396253]
CBN-PdlC-D1-20190909;[1395807]
CBN-PdlC-D1-20200722;[1395807]
CBN-PdlC-D1-20200812;[1395807, 1396253]
CBN-PdlC-D2-20130807;[1393619, 1412857, 1394643, 1741808]
CBN-PdlC-D2-20130903;[1394643, 1412857, 1395807, 1392541]
CBN-PdlC-D2-20140721;[1394643, 1394911]
CBN-PdlC-D2-20140811;[1394643, 1412857, 1392539]
CBN-PdlC-D2-20140901;[1394643, 1412857]
CBN-PdlC-D2-20150720;[1394643, 1412857]
CBN-PdlC-D2-20150810;[1412857, 1394643]
CBN-PdlC-D2-20150831;[1412857, 1394643]
CBN-PdlC-D2-20160705;[1394643, 1394911, 1396253]
CBN-PdlC-D2-20160726;[1394643, 1396253, 1412857, 1395807]
CBN-PdlC-D2-20170816;[1394643, 1412857, 1395807]
CBN-PdlC-D2-20170906;[1394643]
CBN-PdlC-D2-20180723;[1394643, 1395807, 1392535, 1392541]
CBN-PdlC-D2-20180815;[1394643]
CBN-PdlC-D2-20180905;[1394643, 1412857]
CBN-PdlC-D2-20190701;[1389627, 1394598, 1394603]
CBN-PdlC-D2-20190722;[1394643, 1395807]
CBN-PdlC-D2-20190812;[1394643, 1412857]
CBN-PdlC-D2-20190909;[1394643, 1412857, 1395807]
CBN-PdlC-D2-20200722;[1394643, 1395807]
CBN-PdlC-D2-20200812;[1394643, 1395807, 1412857]
CBN-PdlC-D3-20130807;[1395807, 1413349, 1647128]
CBN-PdlC-D3-20130903;[1647128]
CBN-PdlC-D3-20140721;[1392535, 1647128, 1392539, 1392552, 1392541]
CBN-PdlC-D3-20140811;[1392539, 1412857, 1413349, 1388793, 1395807]
CBN-PdlC-D3-20140901;[1413349, 1412857, 1647128, 1394542, 1359835, 1357608, 1392535]
CBN-PdlC-D3-20150701;[1392535, 1394643, 1397535, 1392541]
CBN-PdlC-D3-20150720;[1647128, 1413349, 1390793, 1394643]
