plot_id;species_ids
CBN-can-A1-20230705;[1392608, 1395807]
CBN-can-A2-20230705;[1395807]
CBN-can-A3-20230705;[1392608, 1393200, 1394643, 1395807, 1412857]
CBN-can-A5-20230705;[1397475, 1395807]
CBN-can-A6-20230705;[1397475]
CBN-can-B1-20230705;[1392608]
CBN-can-B2-20230705;[1392608, 1395807]
CBN-can-B3-20230705;[1395807, 1412857, 1394643]
CBN-can-B4-20230705;[1397475]
CBN-can-B5-20230705;[1397475, 1395807]
CBN-can-B6-20230705;[1397475, 1395807, 1393679]
CBN-can-C1-20230705;[1395807, 1393200]
CBN-can-C2-20230705;[1395807]
CBN-can-C3-20230705;[1395807, 1360269]
CBN-can-C4-20230705;[1395807]
CBN-can-D1-20230705;[1395807]
CBN-can-D2-20230705;[1395807, 1412857]
CBN-can-D3-20230705;[1395807, 1412857, 1364066, 1647128]
CBN-can-D4-20230705;[1395807, 1400101]
CBN-can-E1-20230706;[1392608]
CBN-can-E2-20230706;[1395807, 1361284]
CBN-can-E3-20230706;[1392535, 1393687, 1394911, 1392299, 1397129, 1395807]
CBN-can-E4-20230706;[1395807, 1397430, 1393684, 1393687, 1395097, 1393681]
CBN-can-E5-20230706;[1392608]
CBN-can-E6-20230706;[1395807, 1396843]
CBN-can-F1-20230705;[1395807, 1392535, 1392539]
CBN-can-F2-20230706;[1395807]
CBN-can-F3-20230706;[1395807, 1391666, 1361284]
CBN-can-F4-20230706;[1397430, 1392608, 1393684, 1395807]
CBN-can-F5-20230706;[1392608, 1395807, 1361284]
CBN-PdlC-A1-20130807;[1392608, 1394911, 1395807, 1737507, 1392535, 1394643]
CBN-PdlC-A1-20130903;[1392608, 1394643, 1395807, 1388793]
CBN-PdlC-A1-20140721;[1392608, 1394911, 1394643, 1392535, 1412857]
CBN-PdlC-A1-20140811;[1392608, 1412857, 1395807, 1388793]
CBN-PdlC-A1-20140901;[1392608, 1388793, 1394643]
CBN-PdlC-A1-20150701;[1394911, 1392608, 1392535, 1394643, 1388793]
CBN-PdlC-A1-20150720;[1392608, 1395807, 1394643, 1412857]
CBN-PdlC-A1-20150831;[1392608, 1412857, 1394643]
CBN-PdlC-A1-20160705;[1394911, 1392608, 1392535, 1360299]
CBN-PdlC-A1-20160726;[1392608, 1392535, 1395807, 1388793]
CBN-PdlC-A1-20170816;[1392608, 1394643, 1392535, 1412857, 1388793]
CBN-PdlC-A1-20170906;[1412857, 1392608, 1395807, 1394643]
CBN-PdlC-A1-20180702;[1394911, 1392608, 1392534]
CBN-PdlC-A1-20180815;[1392608, 1412857, 1359835]
CBN-PdlC-A1-20180905;[1412857, 1392608, 1360299]
CBN-PdlC-A1-20190701;[1394911, 1737507, 1388793, 1741808, 1392608, 1392535, 1395085]
CBN-PdlC-A1-20190722;[1392608, 1395807]
CBN-PdlC-A1-20190812;[1392608, 1412857, 1395807, 1394643]
CBN-PdlC-A1-20190909;[1392608, 1392568, 1395807, 1394643]
CBN-PdlC-A1-20200629;[1390933, 1393599, 1391851, 1357950]
CBN-PdlC-A1-20200722;[1392608, 1395807]
CBN-PdlC-A1-20200812;[1392608, 1412857, 1395807]
CBN-PdlC-A2-20130807;[1395807, 1741808]
CBN-PdlC-A2-20130903;[1388793, 1394643, 1395807]
CBN-PdlC-A2-20140721;[1388793, 1392535, 1395807, 1394643, 1396408]
CBN-PdlC-A2-20140901;[1392535, 1394643, 1388793, 1412857]
CBN-PdlC-A2-20150720;[1395807]
CBN-PdlC-A2-20150810;[1395807, 1388793, 1412857, 1394643]
CBN-PdlC-A2-20150831;[1395807, 1412857, 1392535, 1394643]
CBN-PdlC-A2-20160705;[1394911, 1393200, 1392535, 1392608, 1388793]
CBN-PdlC-A2-20160726;[1395807]
CBN-PdlC-A2-20170816;[1395807, 1412857]
CBN-PdlC-A2-20180702;[1394643, 1395974, 1388793, 1394911, 1397535, 1392534, 1394605, 1737507]
CBN-PdlC-A2-20180723;[1395807, 1388793, 1393200, 1392539]
CBN-PdlC-A2-20180815;[1412857, 1395807]
CBN-PdlC-A2-20180905;[1395807, 1412857, 1359835]
CBN-PdlC-A2-20190701;[1388793, 1392535, 1397500, 1394911, 1737507, 1393200, 1392534]
CBN-PdlC-A2-20190722;[1395807, 1412857]
CBN-PdlC-A2-20190812;[1395807, 1412857, 1394643, 1359835]
CBN-PdlC-A2-20190909;[1395807, 1412857]
CBN-PdlC-A2-20200629;[1356355, 1360299]
CBN-PdlC-A2-20200722;[1395807]
CBN-PdlC-A2-20200812;[1395807, 1359835]
CBN-PdlC-A3-20130807;[1394643, 1392608, 1395807, 1392535]
CBN-PdlC-A3-20130903;[1392608, 1394643, 1395807, 1392535, 1392541]
CBN-PdlC-A3-20140721;[1392608, 1393200]
CBN-PdlC-A3-20140811;[1412857, 1392608, 1395807, 1394643]
CBN-PdlC-A3-20140901;[1392608, 1412857, 1394643, 1393200]
CBN-PdlC-A3-20150701;[1392608, 1394643, 1393200]
CBN-PdlC-A3-20150720;[1392608, 1394643, 1412857, 1395807]
CBN-PdlC-A3-20150810;[1412857, 1392608, 1394643, 1395807]
CBN-PdlC-A3-20150831;[1412857, 1394643, 1392608]
CBN-PdlC-A3-20160705;[1412857, 1392608, 1393200]
CBN-PdlC-A3-20160726;[1392608, 1412857, 1393200, 1395807, 1394643]
CBN-PdlC-A3-20170816;[1394643, 1412857]
CBN-PdlC-A3-20170906;[1412857, 1394643, 1393200]
CBN-PdlC-A3-20180702;[1394643, 1392534, 1737507, 1394911, 1393200, 1392535]
CBN-PdlC-A3-20180723;[1394643, 1392608, 1392535, 1392539, 1393200]
CBN-PdlC-A3-20180815;[1412857, 1394643, 1388793, 1392608, 1392541]
CBN-PdlC-A3-20180905;[1412857]
CBN-PdlC-A3-20190701;[1392534, 1397535, 1392535, 1737507, 1392541]
CBN-PdlC-A3-20190722;[1392608, 1412857, 1393200, 1394643]
CBN-PdlC-A3-20190812;[1392608, 1412857, 1357608, 1359835, 1393200]
CBN-PdlC-A3-20190909;[1412857, 1392608, 1395807, 1394643, 1359835]
CBN-PdlC-A3-20200629;[1390933, 1390790, 1361703, 1393599]
CBN-PdlC-A3-20200722;[1393200, 1394643, 1412857, 1392608, 1392539]
CBN-PdlC-A3-20200812;[1412857, 1392608, 1393200, 1395807]
CBN-PdlC-A4-20130807;[1395807, 1392608, 1393200, 1392534, 1397475]
CBN-PdlC-A4-20130903;[1393200, 1392608, 1397475]
CBN-PdlC-A4-20140811;[1393200, 1397475, 1392608]
CBN-PdlC-A4-20140901;[1397475, 1393200, 1392608, 1359835]
CBN-PdlC-A4-20150701;[1393200, 1392608, 1397475]
CBN-PdlC-A4-20150810;[1393200, 1392608, 1397475]
CBN-PdlC-A4-20150831;[1393200, 1392608, 1397475]
CBN-PdlC-A4-20160705;[1393200, 1397475, 1392608]
CBN-PdlC-A4-20160726;[1392608, 1393200, 1397475]
CBN-PdlC-A4-20170816;[1397475, 1393200, 1388793, 1392608]
CBN-PdlC-A4-20170906;[1392608, 1397475, 1393200]
CBN-PdlC-A4-20180702;[1397475]
CBN-PdlC-A4-20180723;[1393200, 1392608]
CBN-PdlC-A4-20180815;[1397475, 1393200, 1388793]
CBN-PdlC-A4-20180905;[1397475, 1393200, 1392608]
CBN-PdlC-A4-20190701;[1397475, 1393200]
CBN-PdlC-A4-20190722;[1397475, 1393200]
CBN-PdlC-A4-20190812;[1397475, 1392608, 1393200]
CBN-PdlC-A4-20190909;[1397475]
CBN-PdlC-A4-20200629;[1397475]
CBN-PdlC-A4-20200722;[1397475, 1393200, 1392608]
CBN-PdlC-A4-20200812;[1397475, 1393200]
CBN-PdlC-A5-20130807;[1395807]
CBN-PdlC-A5-20130903;[1395807, 1359835, 1397475]
CBN-PdlC-A5-20140721;[1395807, 1397475]
CBN-PdlC-A5-20140811;[1395807]
CBN-PdlC-A5-20150701;[1395807]
CBN-PdlC-A5-20150831;[1397475, 1395807, 1359835]
CBN-PdlC-A5-20160705;[1397475]
CBN-PdlC-A5-20160726;[1395807, 1397475, 1359835, 1392535]
CBN-PdlC-A5-20170816;[1397475]
CBN-PdlC-A5-20170906;[1395807, 1397475, 1359835]
CBN-PdlC-A5-20180815;[1395807, 1393200, 1397475]
CBN-PdlC-A5-20180905;[1359835, 1395807, 1397475]
CBN-PdlC-A5-20190909;[1359835, 1397475]
CBN-PdlC-A5-20200722;[1395807]
