CBN-Pla-B4-20130904.jpg_patch_0.jpg;['1394311', '1400084', '1361099', '1743159', '1361141', '1389929', '1392561', '1398471', '1697365', '1392299'];['10.905672740936279', '7.03580117225647', '5.8366405963897705', '5.245100756486257', '3.0600991249084473', '3.0216508441501193', '2.824756304423014', '2.6231713593006134', '2.4015578428904214', '2.2934796810150146']
CBN-Pla-B4-20130904.jpg_patch_1.jpg;['1395807', '1392535', '1391755', '1394311', '1397042', '1395943', '1397046', '1392539', '1389929', '1397043'];['7.836520433425903', '4.015917460123698', '3.573352813720703', '3.1897448897361755', '3.067129890124003', '2.848974287509918', '2.8331610560417175', '2.4291818141937256', '2.302765905857086', '2.248161166906357']
CBN-Pla-B4-20130904.jpg_patch_10.jpg;['1388793', '1392561', '1396439', '1392568', '1392608', '1741880', '1397535', '1519650', '1356422', '1392553'];['8.076752781867981', '4.95980806350708', '4.586743871370952', '4.285748183727264', '3.370847463607788', '3.2105143666267395', '3.136566162109375', '2.990095376968384', '2.9872303009033203', '2.941941261291504']
CBN-Pla-B4-20130904.jpg_patch_11.jpg;['1395807', '1388793', '1395943', '1392568', '1392561', '1396869', '1389929', '1556096', '1394911', '1392608'];['9.161035776138306', '5.141690164804459', '4.928843379020691', '2.823420683542887', '2.7243174484797885', '2.7160210609436035', '2.606261157989502', '2.581714391708374', '2.3054039776325226', '2.274549126625061']
CBN-Pla-B4-20130904.jpg_patch_12.jpg;['1388793', '1389929', '1556096', '1391323', '1505431', '1519650', '1394577', '1362220', '1393080', '1396177'];['14.69837204615275', '11.923017001152038', '4.737975597381592', '3.576880137125651', '3.10741263628006', '2.960271120071411', '2.8123773336410522', '2.259816884994507', '2.2057530879974365', '2.1136796474456787']
CBN-Pla-B4-20130904.jpg_patch_13.jpg;['1389929', '1395807', '1741880', '1388793', '1519650', '1397042', '1394540', '1395870', '1397523', '1392561'];['9.86892056465149', '9.141399383544922', '5.7556304931640625', '5.227830307824271', '4.911719083786011', '4.198741137981415', '4.0209702253341675', '3.457147717475891', '2.8755932450294495', '2.6152655879656472']
CBN-Pla-B4-20130904.jpg_patch_14.jpg;['1395807', '1395870', '1388793', '1392535', '1389929', '1397042', '1505431', '1396439', '1396982', '1741880'];['14.813465356826782', '9.867059369881948', '4.428431987762451', '4.02402263879776', '3.230868875980377', '3.0656007528305054', '2.86073637008667', '2.5804811120033264', '2.57860000928243', '2.494770626227061']
CBN-Pla-B4-20130904.jpg_patch_15.jpg;['1360269', '1360303', '1391757', '1395112', '1392568', '1395085', '1359835', '1392612', '1397042', '1391317'];['10.830568364688329', '7.112446069717407', '4.857454091310501', '4.140628099441528', '3.8976563215255737', '3.1800065279006957', '2.9754483699798584', '2.702540854612986', '2.5404672225316367', '2.503991425037384']
CBN-Pla-B4-20130904.jpg_patch_2.jpg;['1389929', '1392561', '1394444', '1743159', '1651162', '1397971', '1392535', '1394643', '1388793', '1392568'];['5.57102358341217', '4.518098950386047', '3.542533278465271', '3.2233367443084715', '3.130941540002823', '2.8985392252604165', '2.7943905889987946', '2.634956936041514', '2.549398422241211', '2.3893140951792398']
CBN-Pla-B4-20130904.jpg_patch_3.jpg;['1395807', '1392539', '1394444', '1395868', '1389929', '1392662', '1395990', '1741880', '1393494', '1392541'];['8.06125315030416', '5.079926411310832', '3.982898861169815', '3.823577046394348', '3.4802606105804443', '3.265892744064331', '2.9238741397857666', '2.127496620019277', '2.1243473291397095', '2.0683043599128723']
CBN-Pla-B4-20130904.jpg_patch_4.jpg;['1397523', '1388793', '1396439', '1742052', '1357849', '1394663', '1743743', '1393496', '1396112', '1392067'];['6.480809926986694', '4.895191061496734', '4.878753262758255', '4.549877166748047', '3.15385639667511', '2.821560263633728', '2.75287127494812', '2.7497986555099487', '2.7491817474365234', '2.6567893028259277']
CBN-Pla-B4-20130904.jpg_patch_5.jpg;['1388793', '1556096', '1394597', '1392561', '1396439', '1391323', '1389929', '1397535', '1394643', '1392568'];['9.198885262012482', '7.492742498715718', '3.57230007648468', '3.3687573194503786', '3.1914331118265786', '2.8081754446029663', '2.642444998025894', '2.6194939613342285', '2.5044375360012054', '2.306260645389557']
CBN-Pla-B4-20130904.jpg_patch_6.jpg;['1388793', '1395120', '1512539', '1392561', '1741880', '1394911', '1396439', '1397042', '1391323', '1395807'];['4.822051088015239', '4.374167263507843', '4.275136947631836', '4.087478566169739', '3.9140913486480713', '3.284684419631958', '3.2757054269313812', '3.1116451025009155', '3.007575213909149', '2.5198652148246765']
CBN-Pla-B4-20130904.jpg_patch_7.jpg;['1392561', '1395807', '1388793', '1395120', '1392534', '1397046', '1394911', '1391323', '1392608', '1392568'];['10.18806881904602', '6.9228142102559405', '6.643368327617646', '6.528467694918315', '3.70281058549881', '3.489995241165161', '3.13006055355072', '3.1133123636245728', '2.8328098952770233', '2.5104238589604697']
CBN-Pla-B4-20130904.jpg_patch_8.jpg;['1388793', '1395807', '1394911', '1389929', '1395868', '1394643', '1395870', '1393965', '1392541', '1393228'];['15.721059401830038', '15.417841911315918', '5.36710540453593', '4.761733576655388', '4.480023980140686', '4.212154150009155', '3.9340964555740356', '3.6992862224578857', '3.236886143684387', '3.1352791786193848']
CBN-Pla-B4-20130904.jpg_patch_9.jpg;['1395940', '1395807', '1395943', '1396175', '1397042', '1392539', '1394540', '1389596', '1393625', '1741880'];['8.141298770904541', '4.343926866849263', '3.853445887565613', '3.398601770401001', '3.3513439893722534', '3.06704318523407', '2.6311784386634827', '2.6304402351379395', '2.3540029525756836', '2.3380430340766907']
CBN-Pla-B4-20140722.jpg_patch_0.jpg;['1737507', '1741808', '1425722', '1393927', '1529410', '1396175', '1744569', '1389650', '1741880', '1361141'];['5.6055485010147095', '5.437191796302796', '4.75515882174174', '3.058672547340393', '3.036219209432602', '2.9234544038772583', '2.906267762184143', '2.8655027747154236', '2.756257692972819', '2.639172315597534']
CBN-Pla-B4-20140722.jpg_patch_1.jpg;['1391319', '1556096', '1743126', '1361141', '1697365', '1389929', '1389650', '1391474', '1744569', '1391477'];['9.26524531841278', '7.392192617058754', '5.710784375667572', '5.031345725059509', '4.783909188376533', '4.618776798248291', '4.08595887819926', '2.9980087876319885', '2.99713404973348', '2.765972296396891']
