CBN-PdlC-C2-20200812.jpg_patch_0.jpg;['1395807', '1393679', '1393660', '1388793', '1390764', '1389597', '1393659', '1391878', '1360269', '1412857'];['13.983632458580864', '13.422170917193094', '4.87003681063652', '3.9083399176597595', '3.3629177808761597', '3.3206154108047485', '2.731618046760559', '2.438873529434204', '2.177235205968221', '2.0463318824768066']
CBN-PdlC-C2-20200812.jpg_patch_1.jpg;['1395807', '1393679', '1394641', '1392568', '1392662', '1622908', '1394643', '1412857', '1393687', '1390883'];['20.1699638068676', '6.634345889091492', '5.907433852553368', '4.535098175207774', '3.837327718734741', '3.6867679357528687', '3.1724469661712646', '2.7360574901103973', '2.357358932495117', '2.2247753143310547']
CBN-PdlC-C2-20200812.jpg_patch_10.jpg;['1392535', '1395807', '1412857', '1397046', '1392539', '1392541', '1394643', '1395870', '1394540', '1394641'];['30.758864641189575', '24.77668423652649', '16.050737380981445', '4.9212892055511475', '4.597324550151825', '2.177704006433487', '2.136056615246667', '2.062418043613434', '1.792650580406189', '1.3563344597816467']
CBN-PdlC-C2-20200812.jpg_patch_11.jpg;['1412857', '1742053', '1395807', '1737652', '1743968', '1394540', '1362396', '1738627', '1390764', '1397046'];['26.45735740661621', '11.254453182220459', '8.125178354978562', '6.721192359924316', '6.472224712371826', '5.861593294143677', '4.432358503341675', '4.286179780960083', '3.577374815940857', '3.5213037729263306']
CBN-PdlC-C2-20200812.jpg_patch_12.jpg;['1395807', '1394311', '1389929', '1361347', '1398471', '1392561', '1395862', '1392309', '1395120', '1392067'];['14.988131701946259', '12.479572996497154', '7.469616197049618', '5.685353755950928', '3.9587146043777466', '3.4231124401092528', '3.287927597761154', '3.284080982208252', '2.969712972640991', '2.798133134841919']
CBN-PdlC-C2-20200812.jpg_patch_13.jpg;['1395807', '1412857', '1394643', '1742053', '1394641', '1742052', '1397381', '1361079', '1391331', '1395868'];['22.500316513909233', '10.388835167884826', '8.861662917666965', '3.960831582546234', '3.3952428102493286', '2.4596288576722145', '2.194850742816925', '2.0048627257347107', '1.8236757119496663', '1.6962031602859498']
CBN-PdlC-C2-20200812.jpg_patch_14.jpg;['1412857', '1742053', '1395807', '1394643', '1391878', '1392568', '1394641', '1393602', '1409318', '1392535'];['25.947894287109374', '10.173988604545594', '5.2243152260780334', '4.672641679644585', '3.6004738807678223', '3.5246269702911377', '2.722755273183187', '2.666677713394165', '2.332054376602173', '2.218096971511841']
CBN-PdlC-C2-20200812.jpg_patch_15.jpg;['1412857', '1395807', '1359835', '1742053', '1742052', '1395870', '1394643', '1394908', '1392539', '1392662'];['16.30560572942098', '9.286487102508545', '4.783364627096388', '4.358047107855479', '4.24717264175415', '3.8716314136981964', '3.5387346744537354', '3.221517324447632', '3.1068984270095825', '2.6511796712875366']
CBN-PdlC-C2-20200812.jpg_patch_2.jpg;['1392535', '1397381', '1392552', '1392539', '1392553', '1392541', '1397535', '1397382', '1392534', '1392558'];['29.86970341205597', '11.449533462524414', '7.186769485473633', '7.039420056343078', '5.185559511184692', '4.788365051150322', '4.409127160906792', '3.5631539821624756', '2.7493076835359846', '1.9993948340415955']
CBN-PdlC-C2-20200812.jpg_patch_3.jpg;['1359835', '1394641', '1393679', '1395807', '1394643', '1622901', '1742052', '1622908', '1391120', '1392552'];['8.220697522163391', '5.133316477139791', '4.617701292037964', '4.224861741065979', '3.9355788230895996', '3.421919286251068', '2.969540998339653', '2.9212484700339183', '2.8301014602184296', '2.297664145628611']
CBN-PdlC-C2-20200812.jpg_patch_4.jpg;['1395807', '1395870', '1388793', '1412857', '1360269', '1360955', '1393679', '1361626', '1395868', '1361960'];['42.07328796386719', '2.9416482537984847', '2.0812861919403076', '2.06555683697973', '1.8045768567493983', '1.5113569498062134', '1.1700019240379333', '1.006521463394165', '0.9263332784175873', '0.9021832346916199']
CBN-PdlC-C2-20200812.jpg_patch_5.jpg;['1395807', '1395870', '1393679', '1397043', '1400096', '1398471', '1394311', '1395868', '1397046', '1392568'];['66.76160583496093', '3.1674733638763426', '1.6100704073905945', '0.9383253753185272', '0.8918401300907135', '0.8837670385837555', '0.8622217178344727', '0.7578729629516602', '0.7566903829574585', '0.7167110443115234']
CBN-PdlC-C2-20200812.jpg_patch_6.jpg;['1392535', '1392539', '1392541', '1360140', '1392534', '1392553', '1392552', '1397535', '1391331', '1743968'];['53.466361618041994', '8.610744500160218', '3.742721426486969', '2.121306220690409', '1.5594109073281288', '1.4584512591362', '1.3493266602357228', '1.268235120922327', '1.1780378967523575', '0.977386474609375']
CBN-PdlC-C2-20200812.jpg_patch_7.jpg;['1393679', '1393660', '1359835', '1392539', '1392535', '1393659', '1397381', '1394540', '1519650', '1397046'];['18.134853029251097', '8.494508117437363', '4.07821632708822', '3.851189434528351', '3.8056565125783286', '3.619999796152115', '3.5793505907058716', '3.2683902978897095', '2.970634937286377', '2.4674885392189028']
CBN-PdlC-C2-20200812.jpg_patch_8.jpg;['1393200', '1395807', '1393213', '1395862', '1360269', '1395870', '1622908', '1389929', '1743968', '1394540'];['28.215803146362305', '19.602783799171448', '5.705649971961975', '5.3592764511704445', '3.720383220248752', '3.2520893573760987', '2.5359463691711426', '2.324004352092743', '2.2543196082115173', '2.1510643362998962']
CBN-PdlC-C2-20200812.jpg_patch_9.jpg;['1395807', '1395870', '1393200', '1395868', '1393657', '1394540', '1412857', '1394366', '1397500', '1360269'];['55.66668510437012', '1.2238128781318665', '1.1230134069919586', '1.0121500581502914', '0.6290515661239624', '0.4809831529855728', '0.4261114572485288', '0.39163216948509216', '0.3778589467207591', '0.3640471547842026']
CBN-PdlC-C3-20130807.jpg_patch_0.jpg;['1394643', '1395807', '1396253', '1394911', '1741808', '1397500', '1396869', '1393679', '1392539', '1393200'];['11.241877555847168', '10.441444844007492', '5.166777451833089', '5.060790936152141', '3.763449192047119', '3.334532856941223', '3.3064515789349875', '3.10682475566864', '2.678524931271871', '2.5162705183029175']
CBN-PdlC-C3-20130807.jpg_patch_1.jpg;['1395807', '1396253', '1394911', '1741808', '1395870', '1392539', '1362363', '1395132', '1741880', '1394438'];['11.873618984222412', '6.701688528060913', '4.972791155179341', '4.775768995285034', '3.314500719308853', '3.2190473079681396', '2.488848090171814', '2.090505599975586', '2.003453493118286', '1.886114478111267']
CBN-PdlC-C3-20130807.jpg_patch_10.jpg;['1395807', '1397123', '1360874', '1394911', '1362350', '1394910', '1397500', '1362396', '1397332', '1360861'];['10.296488543351492', '5.3645607233047485', '2.9686131477355957', '2.89397474527359', '2.600496292114258', '2.1373883187770844', '2.059915816783905', '2.0471997261047363', '1.9967538118362427', '1.9267818927764893']
CBN-PdlC-C3-20130807.jpg_patch_11.jpg;['1395807', '1741808', '1360874', '1360761', '1360222', '1397332', '1360153', '1357317', '1393710', '1395000'];['2.2588590502738954', '1.7315450310707092', '1.580817426953997', '1.4344871441523235', '1.4280110001564026', '1.4262529611587524', '1.380314826965332', '1.3222121447324753', '1.2347939014434814', '1.215646743774414']
CBN-PdlC-C3-20130807.jpg_patch_12.jpg;['1361347', '1394911', '1393710', '1392535', '1392541', '1360140', '1392534', '1392552', '1361389', '1392539'];['10.501064201196035', '10.312665131356981', '9.216224908828735', '8.302245855331421', '6.287556818553379', '5.5590410232543945', '5.316685809029473', '3.302962136268616', '3.1990394592285156', '2.802293828555516']
CBN-PdlC-C3-20130807.jpg_patch_13.jpg;['1392129', '1397500', '1397332', '1394911', '1360874', '1413421', '1360955', '1392402', '1391161', '1357950'];['3.7431565523147583', '3.54520283639431', '3.28437402844429', '3.278169492880503', '3.172440230846405', '2.9756750762462616', '2.9605860710144043', '2.8081424832344055', '2.4105210304260254', '2.2851041555404663']
CBN-PdlC-C3-20130807.jpg_patch_14.jpg;['1394911', '1395807', '1392535', '1392539', '1395942', '1360874', '1397524', '1397500', '1357317', '1362396'];['7.152800726890564', '6.570616692304611', '3.4018105268478394', '2.70159113407135', '2.6848326921463013', '2.529237429300944', '2.393499255180359', '2.2870222330093384', '1.9542226791381836', '1.8887699047724407']
