img;raw_preds;variance
CBN-can-A1-20230705.jpg_0.jpg;[['1397971', 5.2778277], ['1363622', 4.8645782], ['1361878', 4.578465], ['1362192', 4.420142], ['1384658', 4.381326], ['1393878', 4.3657002], ['1397540', 4.3389], ['1396843', 4.3239098], ['1393897', 4.1853633], ['1394913', 4.1709514], ['1390093', 4.1660743], ['1396762', 4.152714], ['1394322', 4.133873], ['1358147', 4.1332], ['1359835', 4.0862603], ['1392220', 3.9954052], ['1659168', 3.958403], ['1356703', 3.9052343], ['1397413', 3.8516822], ['1722519', 3.8304882], ['1397500', 3.8115335], ['1356106', 3.790628], ['1389627', 3.783083], ['1374231', 3.7681627], ['1392037', 3.7163882], ['1358327', 3.6724114], ['1397327', 3.6666203], ['1396472', 3.6169453], ['1396869', 3.6080956], ['1359592', 3.6013188], ['1389800', 3.5955653], ['1392323', 3.5934415], ['1489133', 3.5790062], ['1361820', 3.578004], ['1622901', 3.5737202], ['1392412', 3.573213], ['1396974', 3.5493422], ['1393534', 3.5462835], ['1395991', 3.4981751], ['1392528', 3.4863408], ['1742953', 3.485368], ['1364122', 3.4726954], ['1363858', 3.4659069], ['1358142', 3.4533663], ['1391349', 3.4356875], ['1393881', 3.3942842], ['1392679', 3.381864], ['1356209', 3.3797197], ['1392732', 3.3792973], ['1392676', 3.3780289], ['1397208', 3.3762417], ['1743245', 3.3716], ['1392054', 3.3686383], ['1358853', 3.3540359], ['1628822', 3.3489227], ['1397542', 3.3479705], ['1743526', 3.3478289], ['1393224', 3.347533], ['1400126', 3.3146164], ['1395114', 3.3100505], ['1364062', 3.3017244], ['1361367', 3.2861633], ['1528543', 3.267526], ['1397043', 3.2590294], ['1391350', 3.2417803], ['1394595', 3.2276864], ['1359871', 3.227473], ['1398124', 3.2163444], ['1392482', 3.2041154], ['1408866', 3.2009382], ['1358322', 3.1910985], ['1478563', 3.1909723], ['1722518', 3.1850064], ['1356706', 3.1773973], ['1391654', 3.1679082], ['1688091', 3.1663022], ['1360793', 3.129401], ['1358822', 3.1289885], ['1722517', 3.1289365], ['1390421', 3.1248288], ['1744843', 3.1212363], ['1364068', 3.1174586], ['1393309', 3.1144779], ['1388766', 3.1124916], ['1389929', 3.110389], ['1394317', 3.0959032], ['1744079', 3.0729759], ['1395940', 3.0601063], ['1395990', 3.052975], ['1396272', 3.0390804], ['1391085', 3.0383441], ['1363842', 3.0378253], ['1391074', 3.036859], ['1396941', 3.0310385], ['1396042', 3.029363], ['1396739', 3.0249367], ['1393512', 3.0241375], ['1393215', 3.0131671], ['1417758', 3.012747], ['1358204', 3.0087273]];0.20337345832112866
CBN-can-A1-20230705.jpg_1.jpg;[['1392611', 6.928224], ['1392608', 6.0438294], ['1362745', 4.499712], ['1398116', 4.454532], ['1390672', 4.375919], ['1395991', 4.3297014], ['1397971', 4.207895], ['1395758', 4.156285], ['1358906', 4.1298356], ['1391074', 4.089251], ['1360516', 4.0744634], ['1741880', 4.056473], ['1397043', 4.0240493], ['1395807', 4.0014205], ['1396970', 3.9997299], ['1396843', 3.9717362], ['1355993', 3.9529529], ['1356054', 3.9249728], ['1391757', 3.9003415], ['1397488', 3.8860033], ['1392274', 3.8598003], ['1364068', 3.8515737], ['1360306', 3.836866], ['1722518', 3.779649], ['1397487', 3.7591019], ['1420558', 3.714558], ['1392004', 3.7089274], ['1360154', 3.659306], ['1396253', 3.6489599], ['1394841', 3.6195533], ['1397251', 3.6124048], ['1392114', 3.5916026], ['1489133', 3.5892248], ['1388806', 3.5887132], ['1394564', 3.5710077], ['1355978', 3.5707643], ['1390663', 3.5645819], ['1397467', 3.5149183], ['1395862', 3.5145247], ['1743635', 3.5100653], ['1360298', 3.506246], ['1394470', 3.4794953], ['1393200', 3.4729958], ['1392075', 3.4699402], ['1360269', 3.4633322], ['1697365', 3.45223], ['1400132', 3.4481678], ['1355934', 3.4167697], ['1392106', 3.3964858], ['1743865', 3.3761604], ['1360299', 3.3661995], ['1363946', 3.3489008], ['1737423', 3.3484523], ['1393906', 3.331527], ['1393213', 3.328888], ['1360861', 3.3013659], ['1362495', 3.2768657], ['1357293', 3.2673957], ['1358933', 3.2554543], ['1361801', 3.2481122], ['1391853', 3.2465193], ['1395973', 3.232397], ['1391023', 3.2292006], ['1743495', 3.2231007], ['1359379', 3.2126348], ['1394913', 3.195061], ['1394886', 3.1912527], ['1358934', 3.1877415], ['1395044', 3.1520338], ['1426015', 3.152022], ['1358932', 3.1432154], ['1392732', 3.1336656], ['1394502', 3.1318161], ['1393708', 3.1300511], ['1391887', 3.1288505], ['1390659', 3.123181], ['1397107', 3.0956683], ['1363871', 3.0936587], ['1393604', 3.0847604], ['1363699', 3.0770988], ['1397542', 3.0768707], ['1738042', 3.076087], ['1397329', 3.0707238], ['1397548', 3.0705438], ['1741776', 3.0602605], ['1356318', 3.040963], ['1396820', 3.0218008], ['1397074', 3.015171], ['1359392', 2.9945092], ['1392241', 2.9909334], ['1400122', 2.9848883], ['1390653', 2.9697402], ['1395190', 2.961068], ['1397518', 2.945507], ['1397255', 2.9431977], ['1396762', 2.938806], ['1356371', 2.9378064], ['1742953', 2.9307244], ['1392147', 2.9208891], ['1359376', 2.9134638]];0.3432764437301982
CBN-can-A1-20230705.jpg_10.jpg;[['1395807', 8.128047], ['1397500', 6.2233877], ['1400176', 6.1752033], ['1359835', 6.0547805], ['1397450', 5.884859], ['1391757', 5.5033584], ['1393200', 5.3207903], ['1393604', 5.2200055], ['1393857', 5.194905], ['1360874', 5.0743213], ['1395001', 5.062559], ['1392608', 5.046359], ['1394754', 5.008858], ['1392505', 4.7730737], ['1361801', 4.705324], ['1395862', 4.7011003], ['1364068', 4.6774964], ['1737523', 4.647772], ['1397542', 4.5605106], ['1394322', 4.550783], ['1394911', 4.548328], ['1395868', 4.482554], ['1741807', 4.4615836], ['1357314', 4.43106], ['1397471', 4.4121985], ['1400132', 4.387764], ['1622901', 4.370191], ['1397046', 4.3448744], ['1360269', 4.337439], ['1390659', 4.334834], ['1397488', 4.2969947], ['1358718', 4.2895913], ['1363526', 4.232768], ['1394997', 4.2202277], ['1394366', 4.209085], ['1394999', 4.2054334], ['1362485', 4.19599], ['1360861', 4.170567], ['1391752', 4.1592073], ['1390674', 4.158566], ['1357317', 4.1412296], ['1394449', 4.1381555], ['1392241', 4.1219397], ['1393845', 4.119813], ['1392631', 4.110842], ['1356375', 4.0875325], ['1395112', 4.045277], ['1394555', 4.044272], ['1390663', 4.028784], ['1390690', 3.9621909], ['1395000', 3.96001], ['1398471', 3.9598858], ['1396481', 3.9551685], ['1397255', 3.9365785], ['1397042', 3.9244535], ['1357320', 3.9150732], ['1394913', 3.9138947], ['1396970', 3.8969958], ['1391759', 3.8444815], ['1392198', 3.8283005], ['1361985', 3.7983122], ['1383635', 3.7968652], ['1361820', 3.7964375], ['1362746', 3.785334], ['1396843', 3.780617], ['1397513', 3.7756472], ['1743348', 3.7726095], ['1391958', 3.7630281], ['1359649', 3.753682], ['1391755', 3.7302067], ['1609596', 3.703005], ['1394530', 3.6946447], ['1390672', 3.6934817], ['1363666', 3.6375325], ['1389810', 3.6347344], ['1396976', 3.6220102], ['1397299', 3.6193147], ['1741634', 3.605788], ['1392611', 3.5982425], ['1392238', 3.5901976], ['1505431', 3.5871825], ['1741903', 3.587096], ['1360275', 3.5805037], ['1394049', 3.565925], ['1389627', 3.5591674], ['1357561', 3.534699], ['1390673', 3.5261896], ['1396253', 3.5222743], ['1398253', 3.498672], ['1741629', 3.4977877], ['1396971', 3.4836895], ['1360323', 3.4789155], ['1356320', 3.4755764], ['1738847', 3.4694152], ['1452525', 3.465235], ['1741754', 3.4612265], ['1363941', 3.4587808], ['1622910', 3.4475856], ['1394564', 3.4350677], ['1390653', 3.4151232]];0.5526032217161475
CBN-can-A1-20230705.jpg_11.jpg;[['1395807', 8.39617], ['1360874', 7.8630085], ['1393200', 7.7957454], ['1397500', 7.3702226], ['1394366', 6.8249383], ['1389627', 6.5285587], ['1396332', 6.3658834], ['1393604', 6.253655], ['1390690', 6.178519], ['1364071', 6.136633], ['1397350', 5.960551], ['1360861', 5.8129625], ['1394911', 5.6943736], ['1394754', 5.648001], ['1359649', 5.5433435], ['1394322', 5.527611], ['1393857', 5.422192], ['1397123', 5.4111986], ['1400176', 5.3709126], ['1391313', 5.366025], ['1609596', 5.3403254], ['1397338', 5.3042536], ['1393965', 5.2603126], ['1363622', 5.2594843], ['1357317', 5.220665], ['1362396', 5.0981083], ['1390659', 5.0765667], ['1360859', 5.048668], ['1396843', 5.033018], ['1362485', 5.0165076], ['1395991', 4.912827], ['1391752', 4.890665], ['1397542', 4.85796], ['1395001', 4.829355], ['1392631', 4.7929673], ['1397108', 4.7916017], ['1358147', 4.7852554], ['1394913', 4.760363], ['1397471', 4.7521873], ['1391649', 4.6814294], ['1391312', 4.616197], ['1413421', 4.583822], ['1397168', 4.4861693], ['1398253', 4.4262342], ['1396858', 4.418588], ['1393253', 4.4077797], ['1392241', 4.3986473], ['1396857', 4.394731], ['1395132', 4.372044], ['1396982', 4.3677197], ['1360878', 4.3636713], ['1364068', 4.3337884], ['1741451', 4.324665], ['1361801', 4.3183026], ['1357314', 4.3061256], ['1741810', 4.3055024], ['1390706', 4.3012424], ['1359835', 4.2978334], ['1391310', 4.284241], ['1396253', 4.271141], ['1392696', 4.249322], ['1391759', 4.248503], ['1358204', 4.212241], ['1396974', 4.2070513], ['1622901', 4.206391], ['1395868', 4.1002593], ['1397129', 4.0967383], ['1363872', 4.0919113], ['1391495', 4.073797], ['1397043', 4.0429997], ['1364066', 3.9993808], ['1391757', 3.996959], ['1397461', 3.9824436], ['1737486', 3.962548], ['1397185', 3.9610171], ['1392608', 3.958531], ['1397046', 3.9217186], ['1392075', 3.9065585], ['1360840', 3.8978615], ['1394270', 3.885522], ['1358718', 3.8635502], ['1394999', 3.8482327], ['1355967', 3.845944], ['1395000', 3.8306174], ['1411651', 3.819333], ['1360864', 3.8116677], ['1396971', 3.8055294], ['1393708', 3.804273], ['1396561', 3.781409], ['1423209', 3.7790093], ['1396185', 3.7714696], ['1398244', 3.7645051], ['1457039', 3.7605436], ['1741634', 3.7596443], ['1361898', 3.7385902], ['1391144', 3.7305431], ['1391975', 3.7213633], ['1391734', 3.7000275], ['1398353', 3.693805], ['1394449', 3.6665115]];0.9630174477806981
CBN-can-A1-20230705.jpg_12.jpg;[['1397471', 7.9311733], ['1396843', 7.175071], ['1395807', 6.8823586], ['1360874', 6.503384], ['1394911', 6.160315], ['1357317', 6.0156803], ['1397500', 5.7474747], ['1393200', 5.691793], ['1390659', 5.670495], ['1359835', 5.465687], ['1394913', 5.384781], ['1397542', 5.335873], ['1360861', 5.2591786], ['1391459', 5.2419963], ['1394322', 5.219054], ['1391797', 5.174082], ['1396858', 5.1716805], ['1397551', 5.165933], ['1396253', 5.0900335], ['1392241', 5.083067], ['1394542', 5.047382], ['1390639', 5.0110035], ['1394270', 4.926008], ['1391752', 4.915801], ['1356764', 4.8693023], ['1397971', 4.8599906], ['1360840', 4.852295], ['1741808', 4.8290806], ['1390653', 4.768432], ['1396982', 4.704214], ['1391757', 4.6805706], ['1392608', 4.67202], ['1741634', 4.6402416], ['1397413', 4.5999393], ['1397378', 4.5749154], ['1396857', 4.564141], ['1396561', 4.561826], ['1393857', 4.498006], ['1396864', 4.4511003], ['1397461', 4.437238], ['1362485', 4.4305687], ['1359649', 4.4211674], ['1394828', 4.4003263], ['1388793', 4.370211], ['1357320', 4.3139105], ['1359376', 4.27943], ['1357314', 4.271875], ['1360864', 4.264212], ['1396439', 4.2640076], ['1413421', 4.263046], ['1389596', 4.239341], ['1400176', 4.2187366], ['1647128', 4.1647296], ['1392631', 4.127737], ['1741807', 4.1077375], ['1423209', 4.103897], ['1394282', 4.083962], ['1397123', 4.0781426], ['1397129', 4.0700517], ['1394630', 4.0683956], ['1389593', 4.030101], ['1390690', 3.9758565], ['1396332', 3.9709837], ['1396974', 3.9673147], ['1397450', 3.9635584], ['1395000', 3.938555], ['1363674', 3.9205918], ['1737523', 3.9152617], ['1741880', 3.9118576], ['1394898', 3.9082289], ['1391759', 3.9079068], ['1397338', 3.9003792], ['1397468', 3.8985572], ['1395085', 3.8915746], ['1356375', 3.8879213], ['1659226', 3.8784907], ['1395132', 3.8546941], ['1362396', 3.8545444], ['1396869', 3.8493803], ['1360143', 3.8466456], ['1390674', 3.8247235], ['1395870', 3.8195548], ['1489806', 3.797079], ['1390652', 3.7957451], ['1738789', 3.7747705], ['1392626', 3.774221], ['1394908', 3.7737596], ['1393845', 3.7574055], ['1622901', 3.7467687], ['1393494', 3.7286072], ['1360269', 3.72725], ['1396976', 3.7254338], ['1397042', 3.6938007], ['1364071', 3.6830363], ['1397168', 3.6820073], ['1363622', 3.6624706], ['1359667', 3.6586308], ['1395112', 3.6583824], ['1397142', 3.6555836], ['1396809', 3.6443377]];0.6631923491621409
CBN-can-A1-20230705.jpg_13.jpg;[['1395807', 7.9370623], ['1397471', 7.7085414], ['1396843', 7.5123663], ['1359835', 6.5761757], ['1741808', 5.9820766], ['1394322', 5.962864], ['1393857', 5.9505124], ['1360874', 5.8437476], ['1394913', 5.842548], ['1394911', 5.7227073], ['1397551', 5.6992693], ['1391755', 5.5830193], ['1397500', 5.4755006], ['1392608', 5.4640265], ['1393200', 5.45904], ['1741634', 5.452567], ['1391757', 5.3832307], ['1359649', 5.369437], ['1392241', 5.323966], ['1396982', 5.160242], ['1396561', 5.080232], ['1396253', 5.0730677], ['1395870', 5.05939], ['1391797', 5.0397863], ['1391752', 5.0022244], ['1400176', 4.961632], ['1390639', 4.9575424], ['1396976', 4.939669], ['1397542', 4.9262757], ['1361367', 4.9108725], ['1360840', 4.8940606], ['1396974', 4.8905005], ['1362485', 4.886269], ['1390653', 4.861605], ['1360861', 4.854884], ['1394366', 4.818721], ['1357317', 4.79294], ['1390659', 4.7742577], ['1397043', 4.7628093], ['1397046', 4.723974], ['1741807', 4.6703863], ['1741629', 4.6536026], ['1392631', 4.619321], ['1361801', 4.6189637], ['1622901', 4.6138086], ['1356764', 4.5938315], ['1741880', 4.5800486], ['1394898', 4.569695], ['1359376', 4.5209436], ['1397461', 4.5144672], ['1389596', 4.5122843], ['1362396', 4.477101], ['1737507', 4.4719615], ['1357316', 4.4568577], ['1393604', 4.44749], ['1394270', 4.4368553], ['1394828', 4.4286375], ['1396858', 4.4154353], ['1395132', 4.4047728], ['1397971', 4.3519197], ['1357314', 4.3459215], ['1391459', 4.316187], ['1397208', 4.315089], ['1397279', 4.245322], ['1360269', 4.244397], ['1394282', 4.2393355], ['1392198', 4.211743], ['1395000', 4.189064], ['1397129', 4.1718793], ['1360143', 4.1574554], ['1395001', 4.145634], ['1741754', 4.124547], ['1389627', 4.098888], ['1397466', 4.0820403], ['1395085', 4.0457973], ['1394449', 4.0380244], ['1395862', 4.018588], ['1397045', 4.00311], ['1394399', 4.000681], ['1741810', 3.9945984], ['1392054', 3.967376], ['1397123', 3.945893], ['1397450', 3.9368846], ['1360864', 3.927036], ['1659168', 3.8707662], ['1357320', 3.8613632], ['1396869', 3.8438642], ['1396857', 3.8134832], ['1400074', 3.8115427], ['1397378', 3.8076723], ['1393824', 3.7987268], ['1393512', 3.7844274], ['1390690', 3.7779522], ['1400080', 3.7723858], ['1742054', 3.744885], ['1394997', 3.7246668], ['1393967', 3.724064], ['1396472', 3.7010386], ['1397413', 3.6890867], ['1390674', 3.663334]];0.6924165988126405
CBN-can-A1-20230705.jpg_14.jpg;[['1395807', 8.190783], ['1397500', 7.4883523], ['1360874', 7.3424315], ['1359835', 6.3393483], ['1390690', 6.180923], ['1393857', 6.167085], ['1393200', 5.9976597], ['1396976', 5.9742503], ['1391752', 5.9681597], ['1360861', 5.944391], ['1362396', 5.9030805], ['1390659', 5.7365947], ['1397450', 5.703399], ['1397471', 5.6128006], ['1391313', 5.4695773], ['1394911', 5.359402], ['1394366', 5.2734485], ['1397129', 5.265019], ['1360269', 5.2527676], ['1391759', 5.2258162], ['1393824', 5.2174788], ['1359649', 5.0958924], ['1391757', 5.021971], ['1397338', 5.0117793], ['1362485', 4.9987607], ['1394913', 4.9861755], ['1396332', 4.9214253], ['1395001', 4.878562], ['1391755', 4.847698], ['1397123', 4.8324094], ['1396843', 4.800002], ['1364071', 4.795147], ['1397185', 4.786905], ['1395868', 4.64653], ['1397542', 4.6319304], ['1395132', 4.5767717], ['1360878', 4.5665894], ['1363622', 4.5657635], ['1392608', 4.563669], ['1741634', 4.548352], ['1741451', 4.5300956], ['1360864', 4.5287094], ['1397350', 4.5114813], ['1400132', 4.510168], ['1393604', 4.499484], ['1391312', 4.4942527], ['1359376', 4.4765887], ['1697487', 4.4765544], ['1357317', 4.463574], ['1397524', 4.409574], ['1400176', 4.3922834], ['1360840', 4.3853016], ['1394999', 4.2812166], ['1395112', 4.275406], ['1741807', 4.274709], ['1394898', 4.2717166], ['1358147', 4.2702813], ['1395000', 4.2382174], ['1737486', 4.237806], ['1741880', 4.2242365], ['1396984', 4.2163424], ['1393708', 4.2039957], ['1394754', 4.1974273], ['1391499', 4.1870465], ['1361801', 4.165724], ['1357320', 4.140408], ['1357561', 4.137288], ['1397168', 4.1274567], ['1397046', 4.125462], ['1389627', 4.1130867], ['1391734', 4.10039], ['1392631', 4.0881276], ['1396982', 4.054249], ['1413421', 4.030165], ['1390653', 4.0287886], ['1361898', 4.011983], ['1357314', 3.9848144], ['1395870', 3.9830995], ['1400096', 3.9568064], ['1356320', 3.900402], ['1397142', 3.8938577], ['1397043', 3.866434], ['1397193', 3.865578], ['1392198', 3.8420222], ['1363872', 3.8382814], ['1359665', 3.8353786], ['1741808', 3.8030384], ['1392291', 3.7972429], ['1394322', 3.7913902], ['1741810', 3.7779307], ['1400074', 3.76183], ['1397070', 3.7613456], ['1356568', 3.7492297], ['1394555', 3.7477052], ['1394910', 3.730693], ['1390657', 3.730673], ['1397413', 3.7157662], ['1397468', 3.6970615], ['1391294', 3.6910782], ['1392241', 3.6891425]];0.7431298633170063
CBN-can-A1-20230705.jpg_15.jpg;[['1390659', 5.473931], ['1364071', 5.42557], ['1396370', 5.376758], ['1390690', 5.3388553], ['1413421', 5.045819], ['1390783', 5.0276947], ['1360874', 4.923948], ['1392704', 4.9085274], ['1397338', 4.9072204], ['1360793', 4.889845], ['1414356', 4.889656], ['1363254', 4.856064], ['1392709', 4.8360677], ['1358142', 4.8308005], ['1357526', 4.8269577], ['1363872', 4.8083386], ['1360864', 4.734378], ['1360764', 4.688137], ['1393225', 4.676697], ['1361157', 4.6348057], ['1392296', 4.545712], ['1356297', 4.502414], ['1391313', 4.4762034], ['1360861', 4.47432], ['1363317', 4.460344], ['1418359', 4.396135], ['1358264', 4.3784256], ['1361134', 4.373906], ['1744360', 4.3587756], ['1384658', 4.3506474], ['1363232', 4.3317733], ['1361367', 4.3247223], ['1356375', 4.303931], ['1358713', 4.300151], ['1363687', 4.276999], ['1457039', 4.251015], ['1396941', 4.2222548], ['1357317', 4.2170105], ['1363871', 4.1948977], ['1400080', 4.1526904], ['1363222', 4.0990014], ['1397459', 4.096296], ['1392636', 4.078334], ['1363622', 4.0781336], ['1363915', 4.049939], ['1358352', 3.9892464], ['1395193', 3.964212], ['1396943', 3.956145], ['1361105', 3.9352846], ['1361568', 3.9324353], ['1395369', 3.9246464], ['1363275', 3.905627], ['1397129', 3.8964152], ['1359649', 3.8656278], ['1390421', 3.8641212], ['1390822', 3.8520777], ['1393215', 3.8505337], ['1391312', 3.817055], ['1738627', 3.773504], ['1390766', 3.768865], ['1361169', 3.7642243], ['1360154', 3.7600923], ['1361024', 3.7594259], ['1400096', 3.6993835], ['1397524', 3.698078], ['1357314', 3.692699], ['1423209', 3.6860125], ['1481537', 3.6682057], ['1391310', 3.666992], ['1393981', 3.6588595], ['1396585', 3.6557074], ['1394341', 3.6501973], ['1364067', 3.6381612], ['1392734', 3.6229188], ['1363282', 3.6198678], ['1360748', 3.6134276], ['1361516', 3.5750458], ['1395807', 3.551234], ['1362422', 3.5480652], ['1358147', 3.5475955], ['1391666', 3.53798], ['1356706', 3.4929476], ['1359725', 3.476612], ['1361587', 3.472902], ['1390673', 3.455975], ['1360925', 3.4549654], ['1390953', 3.4363947], ['1744076', 3.4352279], ['1361154', 3.4278562], ['1360938', 3.4144852], ['1452689', 3.4079359], ['1397463', 3.3998742], ['1392528', 3.3946345], ['1739163', 3.377775], ['1360759', 3.3754091], ['1363885', 3.3459466], ['1400086', 3.3410854], ['1400074', 3.3320806], ['1389342', 3.3108017], ['1361050', 3.307858]];0.315170006519523
CBN-can-A1-20230705.jpg_16.jpg;[['1394641', 7.8946977], ['1412857', 7.512451], ['1742053', 7.4557204], ['1394643', 5.9048066], ['1516081', 5.8322816], ['1397208', 5.735812], ['1737651', 5.5902185], ['1742052', 5.477197], ['1394322', 5.2734103], ['1357608', 5.237324], ['1397471', 5.2109], ['1417760', 5.1745505], ['1396825', 5.084902], ['1393200', 5.0697074], ['1396974', 5.0386457], ['1396898', 4.988299], ['1400176', 4.930707], ['1395928', 4.879247], ['1423209', 4.8330855], ['1742075', 4.829639], ['1391074', 4.8075733], ['1389596', 4.7995715], ['1392952', 4.764959], ['1743422', 4.76368], ['1360840', 4.7167315], ['1391459', 4.645083], ['1397398', 4.6354074], ['1356825', 4.593688], ['1389244', 4.543116], ['1397413', 4.495854], ['1414356', 4.4916716], ['1356764', 4.45858], ['1355948', 4.450246], ['1397276', 4.3626904], ['1364131', 4.3323326], ['1421285', 4.3022366], ['1392732', 4.3013024], ['1737652', 4.2936726], ['1391489', 4.288464], ['1397327', 4.260773], ['1395867', 4.2518654], ['1728573', 4.1390266], ['1397971', 4.1253705], ['1360143', 4.121876], ['1390639', 4.103042], ['1396272', 4.0995717], ['1362225', 4.0857787], ['1358351', 4.0790324], ['1396976', 4.073668], ['1359835', 4.0373855], ['1396746', 4.020505], ['1409318', 4.0050917], ['1391783', 4.002064], ['1397867', 3.990529], ['1356817', 3.9425132], ['1356069', 3.9354599], ['1397461', 3.934053], ['1391755', 3.920307], ['1357574', 3.9106944], ['1393625', 3.9059389], ['1397513', 3.8836594], ['1743740', 3.8827367], ['1396843', 3.8743904], ['1391778', 3.8707557], ['1390783', 3.8326602], ['1396277', 3.8180144], ['1393619', 3.8164015], ['1517773', 3.809601], ['1738042', 3.8021996], ['1393965', 3.7896984], ['1397500', 3.7726436], ['1741807', 3.7612739], ['1392333', 3.7545373], ['1394908', 3.7544916], ['1744079', 3.747991], ['1361771', 3.735585], ['1396982', 3.7261956], ['1392737', 3.7227185], ['1737507', 3.7167249], ['1355926', 3.7145898], ['1357568', 3.6994336], ['1393213', 3.6921186], ['1361367', 3.687121], ['1396754', 3.6180944], ['1393967', 3.6116803], ['1420558', 3.6056044], ['1391781', 3.598449], ['1518245', 3.576869], ['1391706', 3.576433], ['1392407', 3.5582924], ['1396806', 3.5525246], ['1392628', 3.5486653], ['1361820', 3.529894], ['1743664', 3.5145872], ['1737674', 3.5075667], ['1391085', 3.5036025], ['1392726', 3.5032609], ['1396295', 3.4943469], ['1394399', 3.491497], ['1400080', 3.4715958]];0.6949314376568252
CBN-can-A1-20230705.jpg_17.jpg;[['1394643', 7.5560303], ['1394641', 6.720998], ['1397471', 6.445968], ['1392608', 6.408126], ['1742075', 6.1930723], ['1412857', 6.088951], ['1396825', 6.0676675], ['1391757', 5.9546204], ['1396843', 5.931017], ['1390653', 5.9037533], ['1397208', 5.852947], ['1393200', 5.844335], ['1396253', 5.8402224], ['1391797', 5.806588], ['1741808', 5.7236156], ['1395807', 5.7162023], ['1742052', 5.7136927], ['1395928', 5.67265], ['1395085', 5.5252523], ['1743422', 5.5040936], ['1742053', 5.4754767], ['1741754', 5.417762], ['1390639', 5.368302], ['1397971', 5.3199596], ['1394322', 5.2235575], ['1360143', 5.1641164], ['1397551', 5.1266313], ['1397867', 4.949767], ['1392952', 4.929762], ['1396898', 4.868433], ['1391755', 4.8513002], ['1359086', 4.84768], ['1394865', 4.83685], ['1362485', 4.830325], ['1393494', 4.7588835], ['1392241', 4.72126], ['1397488', 4.7192874], ['1741634', 4.697563], ['1397500', 4.6191306], ['1396717', 4.5746336], ['1423209', 4.552147], ['1393625', 4.5443673], ['1396858', 4.5369177], ['1741807', 4.4913845], ['1421285', 4.4891887], ['1398116', 4.480497], ['1737507', 4.4619555], ['1396869', 4.4611974], ['1400080', 4.444979], ['1357059', 4.424686], ['1394911', 4.4112725], ['1393213', 4.3923507], ['1741880', 4.3877563], ['1391459', 4.3714714], ['1396472', 4.3701468], ['1394399', 4.3539453], ['1397279', 4.342608], ['1396185', 4.3208427], ['1356764', 4.318398], ['1395948', 4.3096266], ['1357316', 4.297768], ['1391074', 4.271522], ['1392054', 4.204417], ['1396982', 4.201556], ['1394444', 4.1862717], ['1397046', 4.1631346], ['1397398', 4.1534367], ['1393824', 4.1399255], ['1391752', 4.13032], ['1394449', 4.128317], ['1743635', 4.096706], ['1396974', 4.080095], ['1355948', 4.047388], ['1395112', 4.035205], ['1396272', 4.03024], ['1390642', 4.0225835], ['1392291', 4.0208135], ['1391648', 4.0203424], ['1397334', 4.0196843], ['1394366', 4.0143056], ['1391706', 3.9942112], ['1516081', 3.984046], ['1395190', 3.9528532], ['1392047', 3.9390726], ['1737651', 3.9217374], ['1394270', 3.9209075], ['1395929', 3.9146981], ['1507182', 3.89817], ['1400176', 3.8896275], ['1394913', 3.8825068], ['1391759', 3.8750978], ['1389596', 3.8635232], ['1390652', 3.8467152], ['1392612', 3.8413267], ['1397497', 3.8388536], ['1395868', 3.8224127], ['1409318', 3.8194907], ['1397378', 3.8124835], ['1357575', 3.8045077], ['1394908', 3.7971036]];0.6431691165614979
